,Empid,projectName,projectType,Tech_stack,startDate,endDate,role,Status
1151,Emp_287,TechTrek Data Analyzer,Desktop Software,"['Continuous Deployment', 'Cryptography', 'Product Management', 'Prototyping']",1980-09-24,2024-05-01,Database Administrator,Approved
1152,Emp_288,FusionSoft Email Client,Workflow Management Software,"['Problem Solving', 'GraphQL', 'Scrum', 'Information Security']",2014-07-24,2024-05-01,Automation Tester,Approved
1153,Emp_288,CatalystCommerce,Workflow Management Software,"['Artificial Intelligence', 'Behavior-Driven Development', 'HTML', 'Ruby']",1979-03-25,2024-04-28,UI/UX Designer,Approved
1154,Emp_288,DataPulse,Desktop Software,"['Data Analysis', 'Communication', 'Kubernetes', 'JavaScript']",1998-02-01,2024-04-16,Business Analyst,Approved
1155,Emp_288,SwiftWave,Booking System,"['Documentation', 'Vue.js', 'Data Visualization', 'Requirements Analysis']",1974-04-26,2024-04-11,Release Manager,Approved
1156,Emp_289,PixelPlex Crypto Trader,Content Management System,"['SQL', 'Cybersecurity', 'Data Analysis', 'Azure']",1987-12-12,2024-04-17,Technical Architect,Approved
1157,Emp_289,TechSprint,Data Analyzer,"['Wireframing', 'PostgreSQL', 'Containerization', 'Django']",2009-04-16,2024-04-11,Technical Writer,Approved
1158,Emp_289,FusionSoft Email Client,Accounting Software,"['Cryptography', 'Wireframing', 'User Stories', 'Requirements Analysis']",2016-04-04,2024-05-01,Quality Assurance Engineer,Approved
1159,Emp_289,CodeCraft Web Builder,Content Delivery Network,"['Responsive Design', 'Data Visualization', 'CSS', 'Cybersecurity']",1986-09-08,2024-04-24,Data Scientist,Approved
1160,Emp_290,AgileTech,Asset Management System,"['Behavior-Driven Development', 'Scrum', 'DevOps', 'Business Analysis']",2018-09-14,2024-04-21,Database Administrator,Approved
1161,Emp_290,ByteForge,Customer Relationship Management,"['Cryptography', 'JavaScript', 'Technical Writing', 'Google Cloud Platform']",1974-02-12,2024-04-12,Performance Engineer,Approved
1162,Emp_290,PixelWorks,Crypto Trader,"['React', 'Kotlin', 'Swift', 'Documentation']",1981-11-26,2024-05-05,Quality Assurance Engineer,Approved
1163,Emp_290,CodeCraft Web Builder,Appointment Scheduling Software,"['Objective-C', 'Django', 'HTML', 'Machine Learning']",2005-05-26,2024-04-13,Product Manager,Approved
1164,Emp_291,DataBridge,Data Analyzer,"['Troubleshooting', 'Penetration Testing', 'Kubernetes', 'Interaction Design']",1973-01-25,2024-04-20,Network Engineer,Approved
1165,Emp_291,InnovateSoft Budget Planner,CRM System,"['Ruby', 'Containerization', 'User Research', 'Cybersecurity']",1986-03-21,2024-04-30,Performance Engineer,Approved
1166,Emp_291,TechTrek Data Analyzer,POS System,"['Responsive Design', 'Behavior-Driven Development', 'Google Cloud Platform', 'UI/UX Design']",2021-08-03,2024-04-16,Database Administrator,Approved
1167,Emp_291,ByteBlitz Document Manager,Payment Gateway,"['User Research', 'React', 'Kotlin', 'Documentation']",2021-08-29,2024-05-04,Technical Architect,Approved
1168,Emp_292,CyberCode Online Store,Sales Forecasting Software,"['AWS', 'PHP', 'Objective-C', 'DevOps']",2015-08-23,2024-04-10,Data Scientist,Approved
1169,Emp_292,DataPulse,Customer Service Software,"['Documentation', 'Accessibility', 'PostgreSQL', 'Support']",1970-04-22,2024-04-07,Database Administrator,Approved
1170,Emp_292,BlueFinity Evoke,Accounting Software,"['Requirements Analysis', 'RESTful API', 'Flask', 'JavaScript']",2002-08-31,2024-04-24,Developer,Approved
1171,Emp_292,CatalystCommerce,Web Application,"['Wireframing', 'Artificial Intelligence', 'Machine Learning', 'Network Security']",1984-08-21,2024-04-14,Business Analyst,Approved
1172,Emp_293,InnovaTech,Healthcare Management System,"['C#', 'AWS', 'Kotlin', 'CI/CD']",1972-10-21,2024-04-16,Project Manager,Approved
1173,Emp_293,TechSpark,Help Desk Software,"['Documentation', 'C#', 'Python', 'Information Security']",1982-10-26,2024-04-13,Technical Architect,Approved
1174,Emp_293,AgileTech,Data Visualization Tool,"['CSS', 'PostgreSQL', 'UI/UX Design', 'Objective-C']",1982-01-22,2024-04-11,Configuration Manager,Approved
1175,Emp_293,CodeCraft Web Builder,E-commerce Platform,"['MongoDB', 'Cybersecurity', 'JavaScript', 'Scrum']",1990-07-05,2024-04-15,IT Support Specialist,Approved
1176,Emp_294,PixelPulse,Content Delivery Network,"['Docker', 'Wireframing', 'User Stories', 'MongoDB']",1998-01-14,2024-04-15,Quality Assurance Engineer,Approved
1177,Emp_294,InnovateSoft Budget Planner,CRM System,"['Swift', 'Ruby', 'Python', 'Kotlin']",1989-06-13,2024-04-11,Cloud Solutions Architect,Approved
1178,Emp_294,DataCraft,CRM System,"['Google Cloud Platform', 'Test-Driven Development', 'UI/UX Design', 'Microservices']",1979-03-04,2024-04-14,UI/UX Designer,Approved
1179,Emp_294,LogicLane Project Tracker,Appointment Scheduling Software,"['Docker', 'Leadership', 'NoSQL', 'Penetration Testing']",1976-10-12,2024-04-08,Database Administrator,Approved
1180,Emp_295,VortexVision Virtual Assistant,Workflow Management Software,"['CI/CD', 'GraphQL', 'Interaction Design', 'Collaboration']",1970-12-28,2024-04-19,Technical Writer,Approved
1181,Emp_295,CyberLink,Customer Relationship Management,"['Problem Solving', 'Business Analysis', 'RESTful API', 'Interaction Design']",2008-01-10,2024-04-10,Data Scientist,Approved
1182,Emp_295,SwiftWave,Project Management Software,"['Accessibility', 'Continuous Deployment', 'Containerization', 'Data Visualization']",1995-04-01,2024-05-05,Release Manager,Approved
1183,Emp_295,QuickTech Remote Support,Budget Planner,"['MongoDB', 'UI/UX Design', 'PostgreSQL', 'Docker']",1982-08-16,2024-04-26,Configuration Manager,Approved
1184,Emp_296,AgileTech,CRM System,"['Information Security', 'Leadership', 'AWS', 'Azure']",2021-05-29,2024-04-25,Release Manager,Approved
1185,Emp_296,DataPulse,Budget Planner,"['.NET', 'PostgreSQL', 'Prototyping', 'Django']",1993-11-28,2024-04-26,UI/UX Designer,Approved
1186,Emp_296,PixelPulse,Survey Software,"['Product Management', 'CSS', 'NoSQL', 'Prototyping']",2004-02-09,2024-04-24,Project Manager,Approved
1187,Emp_296,EchoTech Task Manager,Online Marketplace,"['Troubleshooting', 'Wireframing', 'Cryptography', 'Statistical Analysis']",1974-09-04,2024-04-24,Cybersecurity Specialist,Approved
1188,Emp_297,NexGen Mobile Scheduler,Educational Software,"['Interaction Design', 'Artificial Intelligence', 'Problem Solving', 'Support']",2018-06-11,2024-04-24,Quality Assurance Engineer,Approved
1189,Emp_297,EchoTech Task Manager,Booking System,"['CSS', 'Network Security', 'Business Analysis', 'Flask']",1991-05-19,2024-04-13,Business Analyst,Approved
1190,Emp_297,QuickTech Remote Support,Online Marketplace,"['Behavior-Driven Development', 'Business Analysis', 'CSS', 'Technical Writing']",1981-02-08,2024-05-04,Quality Assurance Engineer,Approved
1191,Emp_297,CyberTech,CRM System,"['Technical Writing', 'Containerization', 'MongoDB', 'Kubernetes']",2014-11-13,2024-04-08,Database Administrator,Approved
1192,Emp_298,EchoTech Task Manager,Email Client,"['Penetration Testing', 'MySQL', 'Git', 'Cryptography']",1979-01-06,2024-04-20,DevOps Engineer,Approved
1193,Emp_298,DataBridge,Time Tracking Tool,"['DevOps', 'PostgreSQL', 'MySQL', 'Behavior-Driven Development']",1993-08-30,2024-04-11,Artificial Intelligence Engineer,Approved
1194,Emp_298,ByteBlitz Document Manager,Customer Service Software,"['Business Analysis', 'Machine Learning', 'Penetration Testing', 'CI/CD']",2019-10-19,2024-04-12,Cloud Solutions Architect,Approved
1195,Emp_298,InnovatePro,Social Networking Platform,"['Google Cloud Platform', 'Ruby', 'Accessibility', 'Cybersecurity']",1999-05-01,2024-05-01,DevOps Engineer,Approved
1196,Emp_299,PixelWare,Inventory Control System,"['SQL', 'Data Visualization', 'Collaboration', 'Troubleshooting']",1986-02-17,2024-04-22,Data Scientist,Approved
1197,Emp_299,VortexVision Virtual Assistant,Budget Planner,"['Scrum', 'Objective-C', 'Prototyping', 'GraphQL']",2003-05-04,2024-04-27,DevOps Engineer,Approved
1198,Emp_299,TechSprint,Appointment Scheduling Software,"['MySQL', 'Kubernetes', 'Prototyping', 'Wireframing']",1978-10-04,2024-04-18,DevOps Engineer,Approved
1199,Emp_299,PixelWorks,Appointment Scheduling Software,"['Ruby', 'AWS', 'Information Security', 'Business Analysis']",2023-03-15,2024-04-17,Technical Architect,Approved
1200,Emp_300,CyberTech,Customer Service Software,"['Continuous Integration', 'HTML', 'Continuous Deployment', 'Kubernetes']",2009-06-23,2024-04-18,Data Scientist,Approved
1201,Emp_300,EchoTech Task Manager,Healthcare Management System,"['Git', 'MySQL', 'SQL', 'DevOps']",2011-11-19,2024-04-23,Configuration Manager,Approved
1202,Emp_300,DataWave,Budget Planner,"['Node.js', 'Wireframing', 'Requirements Analysis', 'Machine Learning']",1987-09-18,2024-04-28,Performance Engineer,Approved
1203,Emp_300,ByteForge,Content Management System,"['Objective-C', 'Information Security', 'JavaScript', 'Communication']",1983-10-02,2024-04-15,Designer,Approved
1204,Emp_301,CyberTech,Dashboard Creator,"['Java', 'GraphQL', 'Node.js', 'Support']",1974-02-08,2024-04-09,Technical Architect,Approved
1205,Emp_301,PixelWorks,Supply Chain Management Software,"['.NET', 'Containerization', 'Agile Product Management', 'Responsive Design']",2009-03-22,2024-04-29,UI/UX Designer,Approved
1206,Emp_301,QuickTech Remote Support,Warehouse Management System,"['Cybersecurity', 'MongoDB', 'JavaScript', 'Artificial Intelligence']",2007-11-12,2024-04-24,Cloud Solutions Architect,Approved
1207,Emp_301,SwiftWave,Retail Management System,"['Azure', 'MySQL', 'Responsive Design', 'Agile Methodologies']",1971-03-19,2024-04-24,Artificial Intelligence Engineer,Approved
1208,Emp_302,CodeCraft,Web Application,"['HTML', 'React', 'Vue.js', 'Wireframing']",1984-04-22,2024-05-05,Machine Learning Engineer,Approved
1209,Emp_302,MetaMind Chatbot Builder,Customer Service Software,"['Penetration Testing', 'Flask', 'Continuous Integration', 'Cryptography']",2000-02-04,2024-04-11,Artificial Intelligence Engineer,Approved
1210,Emp_302,TechSpark,Document Management System,"['SQL', 'Continuous Integration', 'Swift', 'Behavior-Driven Development']",1973-10-19,2024-05-05,IT Support Specialist,Approved
1211,Emp_302,ByteBlitz Document Manager,Human Resource Management System,"['.NET', 'Leadership', 'NoSQL', 'Kotlin']",2011-04-27,2024-04-18,Technical Architect,Approved
1212,Emp_303,SwiftShift Time Tracker,Content Delivery Network,"['Collaboration', 'Support', 'Continuous Deployment', 'React']",1981-09-06,2024-04-18,Business Analyst,Approved
1213,Emp_303,PixelWorks,Warehouse Management System,"['Behavior-Driven Development', 'Accessibility', 'DevOps', 'Statistical Analysis']",1988-08-18,2024-04-29,DevOps Engineer,Approved
1214,Emp_303,DataSync,Project Management Software,"['Cryptography', 'Agile Product Management', 'User Research', 'MySQL']",1984-02-12,2024-04-08,DevOps Engineer,Approved
1215,Emp_303,CodeCraft,Ticketing System,"['MySQL', 'MongoDB', 'Kotlin', 'Technical Writing']",2000-04-30,2024-04-27,UI/UX Designer,Approved
1216,Emp_304,EchoTech Task Manager,Payment Gateway,"['Docker', 'HTML', 'Requirements Analysis', 'Data Science']",2017-05-29,2024-04-23,Network Engineer,Approved
1217,Emp_304,DataLink Inventory Tracker,Customer Relationship Management,"['RESTful API', 'Responsive Design', 'Django', 'Technical Writing']",1991-01-11,2024-04-30,Designer,Approved
1218,Emp_304,SilverLinx POS System,Email Client,"['Azure', 'Penetration Testing', 'Network Security', 'Documentation']",1994-06-11,2024-04-21,Technical Architect,Approved
1219,Emp_304,PixelPulse,Inventory Control System,"['MongoDB', 'Machine Learning', 'PHP', 'Cryptography']",2024-02-09,2024-04-21,Business Analyst,Approved
1220,Emp_305,EchoTech Task Manager,Asset Management System,"['PHP', 'Prototyping', 'Data Analysis', 'Leadership']",1970-05-18,2024-04-20,Designer,Approved
1221,Emp_305,AgileWare,Event Management Software,"['JavaScript', 'Artificial Intelligence', 'SQL', 'NoSQL']",2022-06-29,2024-04-28,Product Manager,Approved
1222,Emp_305,CyberCode Online Store,CRM System,"['React', 'Troubleshooting', 'Collaboration', 'Penetration Testing']",2015-05-08,2024-04-19,Database Administrator,Approved
1223,Emp_305,DataPulse,Inventory Control System,"['Swift', 'Java', 'Agile Product Management', 'User Stories']",1991-08-30,2024-04-19,Cloud Solutions Architect,Approved
1224,Emp_306,CyberLink,Asset Management System,"['Swift', 'Product Management', 'Continuous Deployment', 'MySQL']",1993-05-31,2024-05-05,Cybersecurity Specialist,Approved
1225,Emp_306,CyberCode Online Store,Workflow Management Software,"['Documentation', 'Data Visualization', 'Responsive Design', 'Cryptography']",2015-11-17,2024-04-23,Network Engineer,Approved
1226,Emp_306,InnovatePro,Booking System,"['CI/CD', 'Angular', 'Django', 'JavaScript']",2022-06-06,2024-04-28,DevOps Engineer,Approved
1227,Emp_306,LogicLane Project Tracker,Learning Management System,"['Communication', 'Cryptography', 'Wireframing', 'JavaScript']",2021-03-02,2024-05-02,Product Manager,Approved
1228,Emp_307,CodeCraft Web Builder,Content Management System,"['Network Security', 'Angular', 'Accessibility', 'Continuous Integration']",1994-12-01,2024-04-29,Product Manager,Approved
1229,Emp_307,CyberTech,Survey Software,"['Django', 'Penetration Testing', 'Objective-C', 'Google Cloud Platform']",1979-03-15,2024-04-27,Quality Assurance Engineer,Approved
1230,Emp_307,PixelPulse,Social Networking Platform,"['Business Analysis', 'Git', 'Kotlin', 'Communication']",2015-04-04,2024-04-30,Network Engineer,Approved
1231,Emp_307,CatalystCommerce,Supply Chain Management Software,"['Node.js', 'Django', 'Accessibility', 'User Stories']",1991-08-01,2024-04-14,Quality Assurance Engineer,Approved
1232,Emp_308,PixelPulse,Ticketing System,"['Git', 'CSS', 'Cryptography', 'Interaction Design']",2001-01-30,2024-04-24,Performance Engineer,Approved
1233,Emp_308,TechTrek Data Analyzer,Dashboard Creator,"['Leadership', 'CSS', 'Continuous Deployment', 'Python']",2009-07-02,2024-04-23,Technical Architect,Approved
1234,Emp_308,CatalystCommerce,Inventory Control System,"['Statistical Analysis', 'User Research', 'Objective-C', 'Agile Product Management']",2015-04-21,2024-04-10,Configuration Manager,Approved
1235,Emp_308,PixelWorks,Customer Relationship Management,"['Penetration Testing', 'MongoDB', 'Communication', 'Machine Learning']",1979-04-09,2024-04-27,Business Analyst,Approved
1236,Emp_309,AgileWare,Human Resource Management System,"['Leadership', 'Node.js', 'Artificial Intelligence', 'HTML']",1982-04-28,2024-04-29,Technical Writer,Approved
1237,Emp_309,QuickTech Remote Support,Online Marketplace,"['Node.js', 'React', 'UI/UX Design', 'Continuous Deployment']",1999-03-04,2024-04-21,Performance Engineer,Approved
1238,Emp_309,DataLink Inventory Tracker,Content Delivery Network,"['Collaboration', 'Statistical Analysis', 'Test-Driven Development', 'Product Management']",1984-01-07,2024-05-03,Business Analyst,Approved
1239,Emp_309,CyberCode Online Store,Supply Chain Management Software,"['GraphQL', 'Prototyping', 'Azure', 'Data Analysis']",2012-03-21,2024-04-09,Configuration Manager,Approved
1240,Emp_310,DataSync,Workflow Management Software,"['Cryptography', 'PostgreSQL', 'MongoDB', 'Wireframing']",1975-04-01,2024-04-10,UI/UX Designer,Approved
1241,Emp_310,PixelPlex Crypto Trader,Retail Management System,"['Responsive Design', 'SQL', 'CSS', 'Information Security']",1975-04-09,2024-04-18,Machine Learning Engineer,Approved
1242,Emp_310,BlueFinity Evoke,Project Management Software,"['PostgreSQL', 'Machine Learning', 'Swift', 'Support']",2020-11-04,2024-04-07,Machine Learning Engineer,Approved
1243,Emp_310,DataCraft,Payment Gateway,"['Containerization', 'UI/UX Design', 'Django', 'AWS']",2006-08-27,2024-04-12,Technical Architect,Approved
1244,Emp_311,AgileWare,Appointment Scheduling Software,"['Documentation', 'MySQL', 'Requirements Analysis', 'UI/UX Design']",2009-05-19,2024-04-28,Database Administrator,Approved
1245,Emp_311,CodeCraft,Email Client,"['Ruby', 'PostgreSQL', 'Flask', 'User Research']",1995-06-11,2024-04-21,Cybersecurity Specialist,Approved
1246,Emp_311,CyberCode Online Store,Email Client,"['GraphQL', 'DevOps', 'Machine Learning', 'Information Security']",1980-08-20,2024-04-20,IT Support Specialist,Approved
1247,Emp_311,DataPulse,Ticketing System,"['DevOps', 'Product Management', 'Kubernetes', 'Azure']",1978-10-03,2024-04-22,Database Administrator,Approved
1248,Emp_312,CyberCode Online Store,Mobile App,"['Penetration Testing', 'Technical Writing', 'Communication', 'Microservices']",1988-02-04,2024-05-05,Automation Tester,Approved
1249,Emp_312,PixelPlex Crypto Trader,Inventory Control System,"['Java', 'Wireframing', 'CSS', 'React']",1983-05-08,2024-04-15,Technical Architect,Approved
1250,Emp_312,TechSpark,Human Resource Management System,"['Flask', 'Wireframing', 'React', 'CSS']",2019-03-16,2024-04-26,Performance Engineer,Approved
1251,Emp_312,AgileTech,Warehouse Management System,"['Node.js', 'CSS', 'HTML', 'Docker']",1997-02-18,2024-04-14,UI/UX Designer,Approved
1252,Emp_313,CyberLink,Data Analyzer,"['C#', 'Containerization', 'Responsive Design', 'Penetration Testing']",2012-10-13,2024-04-17,Technical Architect,Approved
1253,Emp_313,DataForge Dashboard Creator,Payment Gateway,"['JavaScript', 'Product Management', 'Cybersecurity', 'React']",1978-11-24,2024-04-08,Database Administrator,Approved
1254,Emp_313,BlueFinity Evoke,Customer Service Software,"['Cryptography', 'NoSQL', 'Network Security', 'JavaScript']",2002-09-10,2024-04-08,Machine Learning Engineer,Approved
1255,Emp_313,CyberTech,Inventory Management System,"['GraphQL', 'MySQL', 'Java', 'Interaction Design']",2009-06-13,2024-04-10,Database Administrator,Approved
1256,Emp_314,CodeCraft Web Builder,Fleet Management System,"['Scrum', 'Troubleshooting', 'Google Cloud Platform', 'RESTful API']",1983-10-04,2024-05-02,Configuration Manager,Approved
1257,Emp_314,TechSprint,Asset Management System,"['Prototyping', 'GraphQL', 'Behavior-Driven Development', 'Docker']",2004-10-04,2024-04-08,Cybersecurity Specialist,Approved
1258,Emp_314,SilverLinx POS System,Data Visualization Tool,"['Azure', 'CI/CD', 'Agile Product Management', '.NET']",2012-05-11,2024-05-05,Business Analyst,Approved
1259,Emp_314,MetaMind Chatbot Builder,Warehouse Management System,"['Wireframing', 'Scrum', 'Machine Learning', 'Responsive Design']",1999-08-26,2024-04-14,Technical Architect,Approved
1260,Emp_315,CyberLink,Warehouse Management System,"['Behavior-Driven Development', 'Objective-C', 'RESTful API', 'AWS']",2023-11-24,2024-05-03,Performance Engineer,Approved
1261,Emp_315,DataCraft,Payment Gateway,"['Kotlin', 'Data Visualization', 'Cryptography', 'PHP']",2014-11-29,2024-04-22,Automation Tester,Approved
1262,Emp_315,Streamline Solutions CRM,Online Marketplace,"['Agile Methodologies', 'User Research', 'DevOps', 'Kotlin']",1982-04-25,2024-04-19,Designer,Approved
1263,Emp_315,FusionSoft Email Client,Inventory Control System,"['Wireframing', 'Node.js', 'CSS', 'Cryptography']",2008-10-03,2024-05-01,Database Administrator,Approved
1264,Emp_316,CyberCode Online Store,Email Client,"['Information Security', 'Microservices', 'DevOps', 'Angular']",1972-01-02,2024-05-03,Network Engineer,Approved
1265,Emp_316,VortexVision Virtual Assistant,Help Desk Software,"['Python', 'Accessibility', 'Business Analysis', 'HTML']",2023-10-20,2024-04-27,Artificial Intelligence Engineer,Approved
1266,Emp_316,CodeCraft,Fleet Management System,"['Python', 'PHP', 'NoSQL', 'Google Cloud Platform']",1970-11-28,2024-04-20,UI/UX Designer,Approved
1267,Emp_316,PixelWare,Inventory Management System,"['GraphQL', 'Java', 'Information Security', 'Accessibility']",1978-07-14,2024-04-14,Network Engineer,Approved
1268,Emp_317,SwiftShift Time Tracker,Budget Planner,"['Docker', 'NoSQL', 'Git', 'Continuous Integration']",1989-11-22,2024-04-16,Cloud Solutions Architect,Approved
1269,Emp_317,VortexVision Virtual Assistant,Mobile App,"['Technical Writing', 'Communication', 'Cryptography', 'CSS']",2008-10-27,2024-04-29,Automation Tester,Approved
1270,Emp_317,DataForge Dashboard Creator,Payment Gateway,"['DevOps', 'AWS', 'Docker', 'Cybersecurity']",1974-07-24,2024-04-14,Artificial Intelligence Engineer,Approved
1271,Emp_317,LogicLane Project Tracker,Data Visualization Tool,"['MySQL', 'User Stories', 'Artificial Intelligence', 'Product Management']",1972-01-01,2024-04-09,Project Manager,Approved
1272,Emp_318,AgileWare,Booking System,"['Machine Learning', 'Penetration Testing', 'Data Science', 'Python']",1990-03-31,2024-04-18,Machine Learning Engineer,Approved
1273,Emp_318,CodeCraft Web Builder,Human Resource Management System,"['JavaScript', 'HTML', 'Requirements Analysis', 'Troubleshooting']",2006-11-02,2024-04-23,Technical Architect,Approved
1274,Emp_318,BlueFinity Evoke,Desktop Software,"['.NET', 'Interaction Design', 'Technical Writing', 'Problem Solving']",1985-03-14,2024-04-25,Network Engineer,Approved
1275,Emp_318,TechSpark,Supply Chain Management Software,"['Python', 'Documentation', 'Kubernetes', 'NoSQL']",2006-12-07,2024-04-19,Network Engineer,Approved
1276,Emp_319,InnovaTech,Social Networking Platform,"['Agile Product Management', 'MySQL', 'Test-Driven Development', 'SQL']",1993-09-02,2024-05-04,Database Administrator,Approved
1277,Emp_319,DataForge Dashboard Creator,Appointment Scheduling Software,"['Swift', 'Wireframing', 'NoSQL', 'JavaScript']",2012-05-08,2024-04-08,Release Manager,Approved
1278,Emp_319,InnovateSoft Budget Planner,Warehouse Management System,"['Swift', 'GraphQL', 'Business Analysis', 'NoSQL']",2002-02-04,2024-04-23,Designer,Approved
1279,Emp_319,SwiftWave,CRM System,"['CSS', 'Machine Learning', 'Continuous Deployment', 'Cybersecurity']",1971-12-20,2024-04-26,Technical Writer,Approved
1280,Emp_320,DataLink Inventory Tracker,Project Management Software,"['MySQL', 'AWS', 'Cryptography', 'Data Analysis']",2005-10-05,2024-04-16,Configuration Manager,Approved
1281,Emp_320,CyberTech,Document Management System,"['Continuous Deployment', 'Continuous Integration', 'Responsive Design', 'Cybersecurity']",1983-09-10,2024-04-23,Quality Assurance Engineer,Approved
1282,Emp_320,Streamline Solutions CRM,Warehouse Management System,"['Google Cloud Platform', 'UI/UX Design', 'Penetration Testing', 'Java']",2009-07-09,2024-04-13,Data Scientist,Approved
1283,Emp_320,InnovatePro,Remote Support Tool,"['Data Science', 'Data Visualization', 'C#', 'Test-Driven Development']",2000-02-09,2024-04-16,IT Support Specialist,Approved
1284,Emp_321,SwiftShift Time Tracker,Workflow Management Software,"['Flask', 'AWS', 'Business Analysis', 'JavaScript']",1998-07-12,2024-04-16,Performance Engineer,Approved
1285,Emp_321,CyberCode Online Store,Crypto Trader,"['Problem Solving', 'CI/CD', 'Requirements Analysis', 'Azure']",1975-11-07,2024-04-10,Configuration Manager,Approved
1286,Emp_321,AgileFlow,Mobile App,"['Git', 'Kotlin', 'Flask', 'AWS']",2004-06-04,2024-04-30,Configuration Manager,Approved
1287,Emp_321,TechNova Backup Solution,Customer Service Software,"['SQL', 'Interaction Design', 'Network Security', 'User Stories']",1975-05-22,2024-04-18,Artificial Intelligence Engineer,Approved
1288,Emp_322,DataPulse,Backup Solution,"['PostgreSQL', 'Support', 'JavaScript', 'Requirements Analysis']",1987-03-05,2024-04-12,UI/UX Designer,Approved
1289,Emp_322,NexGen Mobile Scheduler,Human Resource Management System,"['Cryptography', 'Collaboration', 'React', 'PostgreSQL']",1976-06-07,2024-05-03,Cybersecurity Specialist,Approved
1290,Emp_322,AgileWare,Help Desk Software,"['Information Security', 'Prototyping', 'Collaboration', 'CSS']",1981-03-12,2024-04-25,Quality Assurance Engineer,Approved
1291,Emp_322,AgileFlow,Payment Gateway,"['Test-Driven Development', 'HTML', 'JavaScript', 'Machine Learning']",1976-06-04,2024-04-12,Performance Engineer,Approved
1292,Emp_323,TechSpark,Survey Software,"['DevOps', 'JavaScript', 'User Research', 'Continuous Deployment']",2005-03-10,2024-05-05,Cybersecurity Specialist,Approved
1293,Emp_323,CyberTech,Backup Solution,"['AWS', 'SQL', 'User Research', 'Docker']",1977-01-08,2024-04-17,Project Manager,Approved
1294,Emp_323,PixelWare,Content Management System,"['NoSQL', 'Support', 'Requirements Analysis', 'MongoDB']",1996-01-08,2024-04-17,Product Manager,Approved
1295,Emp_323,AgileTech,Mobile App,"['Documentation', 'Agile Methodologies', 'Statistical Analysis', 'Requirements Analysis']",2008-01-18,2024-04-27,Release Manager,Approved
1296,Emp_324,AgileWare,Data Analyzer,"['Swift', 'Documentation', 'Information Security', 'Agile Product Management']",2010-09-22,2024-04-29,Database Administrator,Approved
1297,Emp_324,CyberLink,CRM System,"['React', 'Penetration Testing', 'Node.js', 'User Research']",1975-02-27,2024-04-14,Designer,Approved
1298,Emp_324,CatalystCommerce,Task Management Tool,"['Google Cloud Platform', 'DevOps', 'Support', 'Docker']",1979-08-05,2024-04-20,Cybersecurity Specialist,Approved
1299,Emp_324,ByteForge,Help Desk Software,"['React', 'Microservices', 'Python', 'Problem Solving']",2021-06-15,2024-04-11,Technical Writer,Approved
1300,Emp_325,FusionSoft Email Client,Content Delivery Network,"['UI/UX Design', 'SQL', 'Agile Product Management', 'Penetration Testing']",1999-02-20,2024-04-26,Artificial Intelligence Engineer,Approved
1301,Emp_325,BlueFinity Evoke,Mobile App,"['Google Cloud Platform', 'DevOps', 'CI/CD', 'Objective-C']",2021-09-12,2024-05-04,Business Analyst,Approved
1302,Emp_325,DataSync,Remote Support Tool,"['MongoDB', 'RESTful API', 'Cybersecurity', 'Ruby']",1995-09-26,2024-05-01,Performance Engineer,Approved
1303,Emp_325,ByteForge,Task Management Tool,"['RESTful API', 'Wireframing', 'PHP', 'JavaScript']",1980-11-16,2024-04-24,Cybersecurity Specialist,Approved
1304,Emp_326,VortexVision Virtual Assistant,Ticketing System,"['Docker', '.NET', 'Requirements Analysis', 'Machine Learning']",2004-02-16,2024-04-11,DevOps Engineer,Approved
1305,Emp_326,SwiftCode,Time Tracking Tool,"['Business Analysis', 'Kubernetes', 'Machine Learning', 'Continuous Integration']",1971-06-26,2024-04-19,Configuration Manager,Approved
1306,Emp_326,DataPulse,Online Marketplace,"['Troubleshooting', 'Cybersecurity', 'PostgreSQL', 'Problem Solving']",1999-07-06,2024-04-21,Developer,Approved
1307,Emp_326,PixelPulse,Content Management System,"['Cryptography', 'Continuous Integration', 'Technical Writing', 'Information Security']",1980-09-03,2024-05-02,Automation Tester,Approved
1308,Emp_327,InnovateSoft Budget Planner,Social Networking Platform,"['Data Analysis', 'Continuous Deployment', 'React', 'Leadership']",1989-03-09,2024-04-14,Technical Architect,Approved
1309,Emp_327,CyberLink,Data Visualization Tool,"['AWS', 'Prototyping', 'Documentation', 'Cybersecurity']",1989-04-12,2024-04-12,Configuration Manager,Approved
1310,Emp_327,CyberTech,Sales Forecasting Software,"['Continuous Integration', 'Cybersecurity', 'Vue.js', 'MongoDB']",2023-09-04,2024-04-22,Cloud Solutions Architect,Approved
1311,Emp_327,VortexVision Virtual Assistant,Fleet Management System,"['Microservices', 'Machine Learning', 'Cybersecurity', 'Ruby']",2014-03-06,2024-04-12,Release Manager,Approved
1312,Emp_328,DataBridge,Healthcare Management System,"['CI/CD', 'Java', 'Troubleshooting', 'Accessibility']",1984-12-11,2024-04-13,Cloud Solutions Architect,Approved
1313,Emp_328,FusionSoft Email Client,Virtual Assistant,"['RESTful API', 'Git', 'Documentation', 'Interaction Design']",2020-08-09,2024-04-26,Configuration Manager,Approved
1314,Emp_328,DataSync,Event Management Software,"['Behavior-Driven Development', 'Machine Learning', 'Swift', 'NoSQL']",1978-04-23,2024-05-04,IT Support Specialist,Approved
