,Empid,certificateName,issuingOrganization,issueDate,ExpireDate,credentialID,Status
1028,Emp_44,Google Cloud Platform,Woods Inc,2005-09-03,2024-04-19,17cfad9b-7e62-4c4b-8366-c46981c0c5ef,Approved
1029,Emp_167,Interaction Design,Landry and Sons,2022-11-10,2024-04-16,2c16d067-f526-442e-9af9-ee7dfdb8c4e5,Approved
1030,Emp_243,Artificial Intelligence,Porter PLC,2009-02-13,2024-04-14,34e936c9-9001-464e-afcd-8673575abd15,Approved
1031,Emp_329,Azure,Hodges-Rice,1991-10-04,2024-04-09,e593ca4d-3d0b-4fab-a8e6-c71ad862f0ee,Approved
1032,Emp_303,Vue.js,Jordan-Sellers,1985-12-15,2024-04-08,9be97457-39f3-44da-b142-c4b5fb40724b,Approved
1033,Emp_68,Test-Driven Development,"Young, Lawson and Garcia",2001-03-19,2024-04-18,cee62a98-5461-4e70-bfe0-e7d84575dff3,Approved
1034,Emp_380,Data Analysis,Weaver-Smith,2004-10-07,2024-04-10,09d25f71-f516-484d-ab52-8dc9dd797765,Approved
1035,Emp_154,Cryptography,Brooks LLC,1978-04-21,2024-04-29,e8b865f4-0bb6-40ee-9b40-a69ca94e1129,Approved
1036,Emp_47,Network Security,"Gonzales, Perry and Baldwin",2003-02-28,2024-04-19,afabea36-af45-4ffa-bf08-47d38a538588,Approved
1037,Emp_471,Agile Methodologies,Brown-Davis,1973-04-07,2024-04-26,45c8f2b1-cadd-4bea-8f37-4407924217e5,Approved
1038,Emp_131,Agile Methodologies,Anderson-Martinez,1989-02-18,2024-05-03,07ea3092-8829-441f-ad55-41f27447bfb1,Approved
1039,Emp_94,Objective-C,Lewis-Smith,2003-09-11,2024-04-13,ae32baa3-a8df-4478-9ec9-58945fa3b6fa,Approved
1040,Emp_52,Wireframing,Williams Inc,1980-02-23,2024-04-08,efc38977-b0a9-4568-98cc-d719409d0749,Approved
1041,Emp_374,Artificial Intelligence,Long PLC,1997-03-07,2024-04-08,97483a4f-7f29-431c-8eb6-c6c303f10a84,Approved
1042,Emp_174,.NET,Rodriguez-Humphrey,1970-05-08,2024-04-11,28a445e8-94dc-429f-b229-b29180c49585,Approved
1043,Emp_247,Kubernetes,Mcconnell Group,2008-07-09,2024-04-27,3c03eb13-7291-4b1b-863b-86cf98fb3938,Approved
1044,Emp_235,MongoDB,Lopez PLC,2001-12-02,2024-04-09,dee0657e-afe6-47a3-a5ef-c885ceca67ec,Approved
1045,Emp_358,Containerization,Dawson Group,2023-07-01,2024-04-15,a60c2381-bb0c-48f2-a240-b52c0eadf7e2,Approved
1046,Emp_139,Behavior-Driven Development,Thompson Group,2011-09-07,2024-04-13,7fd457ff-7b3b-4aaf-b120-6e3e5d5e270a,Approved
1047,Emp_89,Technical Writing,"Floyd, Smith and Davis",1980-08-07,2024-04-15,4dd02d71-647d-4ed9-8431-c2a0f3fac30e,Approved
1048,Emp_478,Prototyping,Miller PLC,2015-11-15,2024-04-30,31a38936-431e-4eb7-b5b3-7ac5307302b2,Approved
1049,Emp_168,Business Analysis,Franco and Sons,1988-07-26,2024-04-24,dc94bdb1-e90e-4a50-961b-076bc24563cf,Approved
1050,Emp_28,Java,"Cruz, Hunt and Larson",2000-09-14,2024-04-14,244bdf36-5dd7-42c7-b2ea-f5897351dabb,Pending
1051,Emp_488,Problem Solving,Brown-Smith,1991-08-09,2024-05-05,d7ff9cc6-0bfa-4649-9172-544abb3d6eea,Approved
1052,Emp_498,AWS,Hill-Gonzalez,1980-05-06,2024-04-09,723850bb-827c-420a-8926-1f71b973e3f9,Approved
1053,Emp_442,Information Security,Young Inc,2003-02-08,2024-04-25,0202667c-2137-4a24-8cee-8af62d582e85,Approved
1054,Emp_47,Flask,Owen-Ramos,2020-05-26,2024-04-21,c8953965-5270-4587-875e-ffee4cd83d91,Approved
1055,Emp_133,SQL,Holloway Ltd,2022-12-19,2024-04-10,4e8982f3-bbc1-491b-9c32-e94dcd70b140,Approved
1056,Emp_218,Python,Aguilar-Jones,1998-10-23,2024-04-26,93841c09-65d8-4c44-b7fe-5748a8d094a7,Approved
1057,Emp_410,PHP,"Jensen, Fowler and Price",1970-03-26,2024-04-24,7ae99fe4-388e-4df1-a760-3a1e79582fa3,Approved
1058,Emp_288,Kotlin,Benitez-Valentine,1971-08-05,2024-04-08,b5c9d45d-86fc-488e-983f-ee59e3fc7012,Approved
1059,Emp_320,Collaboration,Chung-Drake,1976-07-14,2024-04-23,1922cb29-a94d-4b2e-871d-24edd68dc934,Approved
1060,Emp_442,Accessibility,"Shepherd, Miller and Reilly",2011-11-25,2024-04-28,1f5932f8-b9f9-4a44-8bee-52911321d998,Approved
1061,Emp_454,PHP,Ramirez and Sons,2005-10-11,2024-04-09,491851a3-ca31-4ce1-adf0-7715dcdcd304,Approved
1062,Emp_48,Accessibility,Bailey Ltd,1990-05-19,2024-04-13,6280185c-bacf-45ab-a6de-a582aa6306c6,Approved
1063,Emp_138,Wireframing,"Wells, Gray and Baker",1985-09-30,2024-05-03,99032436-06a9-4019-82c6-f1ca96fcc281,Approved
1064,Emp_296,CI/CD,Griffith PLC,1982-06-18,2024-05-02,7f2c6d84-f048-4f36-9fd5-f172fe0ccc96,Approved
1065,Emp_325,AWS,"Vaughn, Quinn and Jackson",2004-10-11,2024-04-27,77ddf234-507b-4d18-ba95-98763ffd78dd,Approved
1066,Emp_411,Agile Product Management,Bell Inc,2008-11-07,2024-04-13,3e083085-0883-4765-bee4-affa7dd27638,Approved
1067,Emp_0,Vue.js,Jones LLC,1975-01-02,2024-04-24,37165cd9-cba8-4a61-a654-8429c60b4372,Rejected
1068,Emp_145,Support,Pierce-Nguyen,2009-03-27,2024-05-05,51c9e938-bb40-4314-8b66-b95dbb9165f6,Approved
1069,Emp_313,Node.js,"Baker, Lopez and Carlson",2004-01-23,2024-04-23,14856257-3644-4d97-9e0d-3c078a1aeb3f,Approved
1070,Emp_205,Statistical Analysis,Garcia-Price,1984-06-18,2024-04-12,8f31c09f-b9e0-4017-96ed-0343c42efe92,Approved
1071,Emp_497,User Stories,Gray-White,1971-08-22,2024-04-25,fd3198b3-a555-43fd-821e-2aa92ae7782d,Approved
1072,Emp_346,Flask,Baker Group,1995-08-20,2024-05-03,c12bfad0-e23d-4dfd-803a-71affef33019,Approved
1073,Emp_230,Python,Brown LLC,1978-11-09,2024-04-22,874bd37a-53e4-41d1-8242-e274c8b31a63,Approved
1074,Emp_33,NoSQL,Moreno Group,2002-11-29,2024-04-17,3466f87c-40ca-4d2a-b2c3-b067a285e915,Pending
1075,Emp_483,Angular,"Burns, Dodson and Villa",2001-07-20,2024-04-22,aae205c6-4d28-4cb9-aa6b-ee037a17059f,Approved
1076,Emp_313,DevOps,Brewer-Hunter,1981-12-21,2024-04-30,09f10c0e-b974-4d1b-b616-77d89b83e36a,Approved
1077,Emp_77,Vue.js,Welch and Sons,1993-08-30,2024-04-25,dcaffa15-9cd7-4859-a42e-8d4479b0baed,Approved
1078,Emp_129,Swift,Richardson Group,2016-07-02,2024-04-18,f652f797-0f08-4cc3-8659-3d92aadd339f,Approved
1079,Emp_41,Data Visualization,Brown Inc,1980-02-26,2024-04-08,ad645213-cbc8-44e3-a2d5-c3f856ad4547,Approved
1080,Emp_334,Requirements Analysis,Thornton-Rodriguez,1993-12-31,2024-04-21,7a90b861-97cf-4cd4-aea8-538778832e20,Approved
1081,Emp_284,Google Cloud Platform,Evans Ltd,2023-12-23,2024-05-04,14447ab3-f643-4e02-9686-0bb47c304024,Approved
1082,Emp_174,Azure,Simpson-Barrett,1982-08-18,2024-04-09,c464988e-c239-4306-b184-b9c2fb8b85df,Approved
1083,Emp_181,Ruby,"Cantrell, Suarez and Robertson",1994-10-05,2024-04-15,ac9f45b0-e5f0-498e-a2d0-88f9a630cb0f,Approved
1084,Emp_121,Documentation,"Young, Mitchell and Miller",2011-06-09,2024-05-03,1a872950-fc3d-4c52-a450-6ebb2b5e1526,Approved
1085,Emp_87,Statistical Analysis,"Moore, Casey and Young",2008-07-14,2024-04-27,bf4c86b8-ae63-4f24-89e1-575e01630b93,Approved
1086,Emp_364,Java,"Pitts, Walker and Clark",2005-04-20,2024-04-11,d6749c85-825d-43c9-b405-eae2822a3ed3,Approved
1087,Emp_487,Containerization,"Bishop, Meyers and Whitaker",1989-10-12,2024-04-21,059df7f8-4664-45c3-afbe-197622f0bfa9,Approved
1088,Emp_38,React,"Hernandez, Cantu and Henderson",2020-04-04,2024-04-29,c2f2809e-d133-462a-b545-f8a407f379d3,Approved
1089,Emp_443,Python,"Rogers, Price and Cook",2018-07-21,2024-04-20,c746fcfd-a80a-4f0c-9a5d-52a8c60dea9a,Approved
1090,Emp_231,RESTful API,Humphrey-Jones,1991-03-10,2024-04-13,8e5ddfe7-2877-46c4-aa4e-c5159ea3c4db,Approved
1091,Emp_108,Docker,Mcgrath-Ortiz,2022-04-10,2024-04-18,873a1ad9-bd3d-4026-884a-3444ee7aa834,Approved
1092,Emp_431,Cryptography,Dean and Sons,1979-07-04,2024-04-27,803d0c3c-2477-494e-a4d0-f45afa17e5f0,Approved
1093,Emp_48,Business Analysis,"Lester, Hess and Smith",2006-07-13,2024-04-14,0c04bd0c-d385-4487-a524-7cff00ef03d0,Approved
1094,Emp_473,User Stories,Mcdonald-Smith,2003-10-21,2024-05-01,c3a22bc1-712d-4d37-ab87-fdec7f9a5c35,Approved
1095,Emp_480,Swift,Wilson Group,1999-02-02,2024-04-09,bb78d12d-b9d3-4f93-bf76-ef34c9b12395,Approved
1096,Emp_32,Information Security,"Parks, Le and Barnett",1998-08-13,2024-04-16,03834e03-a234-4139-bb24-978948aebd9a,Pending
1097,Emp_243,Kubernetes,"Rivas, Mccall and Zamora",2006-06-24,2024-04-28,14c77c2d-f1bb-4923-b683-b45c0b7f1e80,Approved
1098,Emp_197,Interaction Design,Johnson PLC,1977-03-10,2024-04-17,f54bd88c-29b0-4b8f-bd66-6972756178a9,Approved
1099,Emp_423,Machine Learning,Garcia-Terrell,2001-09-10,2024-04-14,5e565de7-7417-42bc-a2c8-d7bfb4eabee2,Approved
1100,Emp_401,Flask,Johnston PLC,1973-12-13,2024-05-03,dbc20498-1d9c-4c86-b4b6-39370a962542,Approved
1101,Emp_77,Artificial Intelligence,Edwards and Sons,2003-05-26,2024-05-05,190f7e45-9471-4a2d-9f98-b081b4a24797,Approved
1102,Emp_409,Kubernetes,Howard Ltd,1998-08-07,2024-04-19,d7b3b1d6-f447-4e2b-bab3-dc3c0a1f652a,Approved
1103,Emp_300,DevOps,Contreras LLC,2022-02-19,2024-04-24,385be944-3d6c-48e2-90ea-79d820082a94,Approved
1104,Emp_301,Prototyping,Marshall-Benjamin,2014-08-17,2024-04-29,9412a835-27e3-42e0-a736-c6cc0cb07fd6,Approved
1105,Emp_212,Responsive Design,Wilson and Sons,1980-07-21,2024-04-13,5727ec0f-9203-4ace-a923-aec5f1026368,Approved
1106,Emp_170,Data Science,Shaw-Palmer,2002-06-23,2024-04-15,e3ce0147-826c-4516-8011-d30cb05971be,Approved
1107,Emp_423,Documentation,"Ross, Ramirez and Taylor",1975-05-16,2024-04-12,84a2f6c4-36fc-46d2-9d4c-38003a7fb8bd,Approved
1108,Emp_359,CI/CD,"Martinez, Diaz and Garcia",2003-04-09,2024-04-26,d3b9249e-f12b-4206-bdcf-82471f80215b,Approved
1109,Emp_266,Data Visualization,Miller and Sons,1992-12-09,2024-04-24,8b8dd2f2-331d-4c7b-8edd-142e99dad9b4,Approved
1110,Emp_3,User Research,"Lewis, Simon and Harris",1994-05-26,2024-04-12,a344443f-b6d4-4c9b-b22b-37317a93c1bb,Rejected
1111,Emp_343,Support,Stewart-Barker,2016-07-14,2024-04-13,5e301dd2-d657-4a59-b5ff-16d521107334,Approved
1112,Emp_422,Test-Driven Development,"Thomas, Johnson and Edwards",1977-08-15,2024-04-21,c273aeec-b188-4b30-aad6-52fb0ebfc5d3,Approved
1113,Emp_361,Java,Johnson Ltd,1973-09-12,2024-04-15,5cd8d719-bee3-475c-9375-a980ecb5e779,Approved
1114,Emp_451,Statistical Analysis,Brewer-Martinez,2018-09-14,2024-04-16,42d4c8e7-2150-46fd-9c1c-48a2fc58e459,Approved
1115,Emp_20,Statistical Analysis,Compton Group,1974-01-29,2024-05-03,3e964172-5d6f-4b94-adb2-e2e20ddaff8b,Rejected
1116,Emp_96,Troubleshooting,"Camacho, Lowe and Baker",2015-05-22,2024-04-20,1301f7bf-efa9-4b81-8525-eb2c775673a5,Approved
1117,Emp_106,Python,Johns-Stevens,1970-08-22,2024-05-03,4483181a-7dbf-467e-8e52-f1066723f213,Approved
1118,Emp_388,Django,"Clark, Shaffer and Holt",1970-09-28,2024-04-15,0192d2bf-8f7b-4270-b517-331a3481595e,Approved
1119,Emp_45,Kubernetes,Hansen Ltd,1976-03-31,2024-04-30,f082c1bb-fe8c-4d4a-8a64-9840c3e2df11,Approved
1120,Emp_425,Microservices,Wallace-Andrews,1999-01-11,2024-04-09,df5e9268-ca7b-4a42-9fb1-63116beeebb5,Approved
1121,Emp_299,Python,Hogan Group,2008-04-14,2024-04-09,f9051635-e80f-46a7-b847-884cd92a2e15,Approved
1122,Emp_198,Flask,Collins Inc,1996-05-31,2024-04-08,11d93224-cc4a-442b-a948-d3d150929720,Approved
1123,Emp_406,Troubleshooting,Wells-Burke,1994-09-10,2024-05-03,70ab0993-7f43-4ca7-9325-540019e676a7,Approved
1124,Emp_204,MongoDB,Bernard-Velasquez,1976-07-21,2024-04-29,0018d00f-8032-4ba6-aa6b-7bd204b3d57a,Approved
1125,Emp_285,Django,"Mitchell, Davis and Sanchez",2005-02-05,2024-04-14,25c749f3-428c-4a13-bc5e-1b1881419d73,Approved
1126,Emp_417,Scrum,"Graham, Rollins and Rodriguez",1981-02-06,2024-04-30,54dd23c6-0a31-4192-a594-3bb9cdae0b88,Approved
1127,Emp_242,Wireframing,Hernandez Group,1981-10-06,2024-04-12,94ee1546-3b42-4db7-87ae-fccc703dea8d,Approved
1128,Emp_126,Cybersecurity,Brown-Gordon,1992-10-03,2024-04-09,90ffb2ea-ccb9-4bf0-808d-79a87485f16a,Approved
1129,Emp_355,Node.js,Ward-Glenn,1976-10-20,2024-04-26,a5669c6a-30a0-492f-bbfe-85d91cbda337,Approved
1130,Emp_380,Prototyping,"Shaw, Wang and Turner",1998-12-03,2024-04-08,9891647d-c075-4691-9de7-dbb1d0c5d3d5,Approved
1131,Emp_257,Troubleshooting,"Cameron, Glover and Kemp",2019-06-12,2024-04-27,2e4c0cf3-b406-4cf4-b40e-62c6dacbe4b3,Approved
1132,Emp_239,PostgreSQL,"Meyers, Moore and Sandoval",1976-09-18,2024-04-23,efdf579a-040f-4ed7-a210-f8adf49869a2,Approved
1133,Emp_403,MySQL,"Miranda, Martin and Scott",1979-06-06,2024-05-03,6efead37-572c-4865-80bf-47100680c1ae,Approved
1134,Emp_254,Continuous Integration,Hall-Smith,1981-11-01,2024-04-26,08967542-a012-4eeb-b8ff-fcc92a8caa6e,Approved
1135,Emp_106,Requirements Analysis,Wilson-Andrews,1976-01-29,2024-04-21,1d8d0979-a142-4962-9e52-2ba086e47c0b,Approved
1136,Emp_213,PostgreSQL,"Richards, Monroe and Weaver",1998-05-21,2024-04-19,d1be8e07-e04d-4b04-b72c-dc76978d8a06,Approved
1137,Emp_22,Data Visualization,Hernandez-Wilson,2000-06-07,2024-04-26,e6ffe8ff-262e-44ee-ba0a-be61b9f99008,Rejected
1138,Emp_450,Flask,Rojas Ltd,1986-07-06,2024-05-03,d3ec15cc-7826-4fe3-822c-3ab89d3887fd,Approved
1139,Emp_269,Leadership,"Hudson, Barrett and Vargas",1983-10-02,2024-04-15,47e73953-84b9-4ac0-a08b-4ffabbd070ec,Approved
1140,Emp_83,Vue.js,Johnson-Baker,1990-03-20,2024-04-17,79f9e203-a3e5-418d-b685-47c543632daa,Approved
1141,Emp_64,Azure,Ferrell-Mejia,1999-07-13,2024-05-01,f8dba78b-9e58-494a-b8c9-a906a9338ad3,Approved
1142,Emp_486,MySQL,Nichols Inc,1976-08-30,2024-04-22,a9524d67-b99a-4850-93a8-502c1664ad3c,Approved
1143,Emp_253,Objective-C,Jimenez-Ryan,2022-11-09,2024-05-03,f3927c3a-145a-423e-bcb4-384511a93221,Approved
1144,Emp_317,Problem Solving,Johnson Group,1974-06-16,2024-04-17,6ea1f512-3beb-4489-a57e-62760b0c909e,Approved
1145,Emp_381,Agile Product Management,"Burgess, Simpson and Joyce",1971-11-29,2024-05-03,8e93cd25-0cca-4b4d-95d7-8cf8a7eda6e7,Approved
1146,Emp_357,Django,Thompson LLC,2019-09-23,2024-04-10,b0bfe70f-6148-49bf-b4a0-b50105b984f6,Approved
1147,Emp_77,Behavior-Driven Development,"Ali, Green and Smith",1984-07-29,2024-04-27,e1c617b0-36ae-49be-ac8c-a510c3a48af0,Approved
1148,Emp_451,SQL,Mcgee-Berger,1990-05-14,2024-04-23,774a75af-7893-4f79-a256-bc71f53c2e66,Approved
1149,Emp_304,Flask,Smith and Sons,1990-09-28,2024-04-29,f47c1ccc-1a00-41b5-ae58-2dd465b0863e,Approved
1150,Emp_315,Wireframing,"Cardenas, Arnold and Horton",1970-05-08,2024-05-06,25621f28-8935-4673-8de9-4f6014749e6b,Approved
1151,Emp_462,CSS,Avila and Sons,2004-05-24,2024-04-30,096ef8aa-a35f-437f-afd2-6d38f4c76ec9,Approved
1152,Emp_156,Swift,"Nelson, Webster and Weeks",2022-05-01,2024-05-04,8e8c7eda-dcb1-4e1a-a363-3df8f2e3cc6d,Approved
1153,Emp_170,HTML,"Scott, Delacruz and Johnson",2015-08-24,2024-04-20,bd8f743f-1e33-4e79-9a29-5e3bea252111,Approved
1154,Emp_349,PHP,Smith LLC,2016-04-13,2024-04-18,d654fb26-49e3-452c-86f4-4296d1daa826,Approved
1155,Emp_219,Test-Driven Development,Rich-Terrell,1985-06-29,2024-04-22,06ba9889-b635-4902-87c0-6a91f307fde9,Approved
1156,Emp_153,.NET,Daniels Ltd,2009-05-03,2024-04-13,265fe84a-a388-47a7-96a5-81e99f675a7c,Approved
1157,Emp_382,Flask,"Campbell, Parks and Grant",1988-04-14,2024-04-18,e3054749-5cad-467f-a020-9bc4bc3cba44,Approved
1158,Emp_187,MySQL,"Burton, Sanchez and Sheppard",2019-01-03,2024-04-13,2ee26466-7233-4e10-be9a-fbed32a6e732,Approved
1159,Emp_164,Kubernetes,Smith LLC,1975-07-08,2024-04-30,f995745f-dbaf-463f-aa49-9b2b4a54ef19,Approved
1160,Emp_291,Continuous Deployment,"Thompson, Henderson and Berry",1974-12-15,2024-05-02,03472884-0e98-4272-b522-ed5963f34872,Approved
1161,Emp_237,Kubernetes,Collins LLC,1971-01-16,2024-04-13,dbdb62d0-1399-4de1-bbb3-f6a83b1af04f,Approved
1162,Emp_261,Azure,Davidson Group,1971-06-12,2024-04-15,24adc213-8e97-4935-a9e5-583bc17a914c,Approved
1163,Emp_61,MongoDB,Brown Inc,1987-11-13,2024-04-18,e30678b9-0d83-4ae6-9454-8b92d3e4b40c,Approved
1164,Emp_132,Data Visualization,"Lopez, Garrett and Sanders",1980-10-24,2024-04-08,a22b2575-a1db-4370-bbe5-1823fd6e14c9,Approved
1165,Emp_252,Agile Methodologies,"Rangel, Graves and Reese",1974-10-22,2024-04-27,5e292f2b-91f5-4d8d-8642-06e800bfe821,Approved
1166,Emp_481,.NET,Schneider-Thomas,1981-03-17,2024-04-26,5d977287-7289-4f98-aab3-0736b3b43e42,Approved
1167,Emp_241,PostgreSQL,Tucker Ltd,2003-04-24,2024-04-24,659c0b26-dd74-45b3-9417-6d578d8c91c5,Approved
1168,Emp_266,User Research,Johnson-Fernandez,2005-04-05,2024-04-17,a863632e-6db1-444b-8dba-5883797d9a91,Approved
1169,Emp_238,Communication,"Villa, Rodriguez and Lozano",2018-03-30,2024-04-15,d58baa1a-3b55-4bf3-b01b-a2d69da3926f,Approved
1170,Emp_381,Ruby,"Mcdaniel, West and Patel",1986-10-27,2024-04-23,902cf455-d4d5-4d3c-a114-ac912815114a,Approved
1171,Emp_261,Machine Learning,Hickman and Sons,1996-12-03,2024-04-13,c565d0d6-0f4f-4133-be76-a6ee7bfeddfe,Approved
1172,Emp_29,Agile Methodologies,Davis PLC,1971-06-15,2024-05-05,6806b99d-70de-4b20-a058-1b94fb43e90f,Pending
1173,Emp_117,Interaction Design,"Ortiz, Wallace and Gilbert",2010-05-19,2024-04-14,dfa57b49-7e0f-4cce-b129-74f1fc17b859,Approved
1174,Emp_225,CI/CD,Rogers Inc,2009-06-13,2024-04-15,377197eb-d081-411b-8018-abc1fc1cbc12,Approved
1175,Emp_489,Agile Methodologies,Hernandez Group,1988-01-04,2024-04-15,c767d3ee-5eed-4feb-95be-2bb0255cc656,Approved
1176,Emp_45,Troubleshooting,"Payne, Lawrence and Cabrera",1999-04-26,2024-04-19,5c24b414-2bc1-4a12-aec8-2ced6254eb77,Approved
1177,Emp_122,UI/UX Design,Martinez-Potts,1982-08-17,2024-04-28,9d047666-5a97-4fa7-be0d-f61c2329c39a,Approved
1178,Emp_480,Prototyping,Ellis Group,1982-01-20,2024-05-03,6a2bcedd-b745-45af-8419-b014c831fe77,Approved
1179,Emp_146,Collaboration,Jacobs-Bradford,1982-04-10,2024-04-12,e1772763-38a9-4545-96f0-b16c563b648f,Approved
1180,Emp_169,AWS,Wright Group,1993-07-15,2024-04-11,995e61b5-439d-4761-9c29-f0a9565e3b52,Approved
1181,Emp_410,Test-Driven Development,Michael Group,2003-04-05,2024-05-05,82817d88-8ad8-46a6-bc0c-7bfd8254ad3c,Approved
1182,Emp_117,Troubleshooting,"Buchanan, Jensen and Young",2013-11-18,2024-04-28,1fe05bd0-c7bc-41b0-9be2-8657429afe76,Approved
1183,Emp_342,JavaScript,Avila-Myers,1973-10-04,2024-04-09,5f3c50de-2bae-42fe-b022-317d4feb0b7b,Approved
1184,Emp_10,Penetration Testing,Mercer-Thompson,1982-02-20,2024-05-01,c4451dec-8125-4a2a-bc6d-2b9de2c9a164,Rejected
1185,Emp_83,Problem Solving,"Ellis, Williams and Jones",2014-12-22,2024-05-03,ddd8ed53-8373-4e37-bfdd-2e897783b321,Approved
1186,Emp_66,Test-Driven Development,Pugh PLC,1985-04-03,2024-04-13,7d1b51e1-bfd7-421a-b878-20f358af2691,Approved
1187,Emp_109,Ruby,Ford-Diaz,1978-06-04,2024-04-10,ff1c7f96-c1c4-4316-9da5-610c18498a18,Approved
1188,Emp_466,Flask,"Rivers, Long and Bennett",2002-01-07,2024-04-08,214f6610-cb9e-4144-8692-a8a31403cd9e,Approved
1189,Emp_190,Accessibility,"Hicks, Welch and Silva",1989-12-25,2024-05-04,c8939fe2-23fe-437d-a1ef-3088e0f2ace5,Approved
1190,Emp_143,User Research,"Kemp, Johnson and Walsh",2003-12-14,2024-04-12,dc44696b-6dbb-4e58-94ba-623674c09673,Approved
1191,Emp_87,Google Cloud Platform,"Ray, Turner and Fernandez",2018-02-19,2024-04-30,9a533fee-10ab-4aa0-94df-ce9b8d2efea2,Approved
1192,Emp_100,Python,Whitaker LLC,2022-07-03,2024-04-10,61e2cdb7-4e87-4135-8bed-97d2c5424ee8,Approved
1193,Emp_432,Prototyping,Smith Ltd,1982-08-08,2024-04-26,97a8951c-7ecc-4ee6-8fd3-cbf0456ab1aa,Approved
1194,Emp_240,Product Management,"Smith, Compton and Aguilar",1985-09-01,2024-04-13,99fe3bf3-9eda-4921-9e9f-b26267c14bea,Approved
1195,Emp_311,Information Security,House Inc,1995-09-18,2024-04-16,3b578f6a-9d9c-40c8-82f6-48a4c31f0e3a,Approved
1196,Emp_472,Responsive Design,Jordan and Sons,2017-04-22,2024-05-05,8e6902f3-baf4-4ffe-bc9d-0f2725579d09,Approved
1197,Emp_401,Artificial Intelligence,"Howard, Warren and Richardson",2018-09-06,2024-04-16,8ea3903a-968d-4072-be2d-c5a0b00cbbe4,Approved
1198,Emp_463,UI/UX Design,Brooks PLC,2005-05-26,2024-04-13,acd5204b-6b6c-4494-b152-ef46b4cef87f,Approved
1199,Emp_214,Swift,Walters PLC,2005-10-04,2024-04-20,bc93ccf5-1aa8-4a1f-9ca0-6d4216ba7e53,Approved
1200,Emp_214,Data Analysis,"Fritz, Rollins and Coleman",1983-05-08,2024-04-11,c7e20e29-c250-4070-bae0-5fdff999cfc5,Approved
1201,Emp_263,JavaScript,Brown-Garner,1984-10-23,2024-04-08,21591118-f63a-40e1-b392-c9cbabf70945,Approved
1202,Emp_454,Cryptography,"Garcia, Walsh and Buchanan",1984-12-04,2024-04-29,69ed15b7-56c9-4207-8ee8-04fce540d125,Approved
1203,Emp_201,Prototyping,Castro Ltd,1973-03-03,2024-05-01,99efed45-f6a4-46cf-a4e5-2b97e7de5359,Approved
1204,Emp_316,Artificial Intelligence,Gomez-Hartman,1993-02-02,2024-05-01,f476c385-b43b-4e1a-bf59-a3d9b9fb9a18,Approved
1205,Emp_217,User Stories,"Smith, Hess and Weaver",2009-05-26,2024-05-02,ffd53271-1e47-45ce-a4f3-94d092f14668,Approved
1206,Emp_497,SQL,Kennedy LLC,2017-06-27,2024-04-17,01a51c75-a744-4c55-993c-b43e5c7e322e,Approved
1207,Emp_165,Google Cloud Platform,"Owens, Ortiz and Thompson",2021-09-11,2024-04-14,88866b73-0fbc-479b-a9ba-59f516f60fe1,Approved
1208,Emp_311,Troubleshooting,Herring LLC,1992-04-11,2024-04-30,ad318c85-4119-4084-9e18-dd1f627533b3,Approved
1209,Emp_416,Scrum,"Garcia, Whitehead and Ellis",1981-02-24,2024-04-25,920a9b9d-7d98-47fe-8012-984a22909095,Approved
1210,Emp_287,Leadership,Jones-Arroyo,2000-02-06,2024-04-24,af5a7050-943f-43d3-a4bb-8fadbbf308f8,Approved
1211,Emp_439,Test-Driven Development,"Rodriguez, Foster and Crawford",2008-01-30,2024-04-19,2db207a0-3b8b-475c-b930-a8848072fc6f,Approved
1212,Emp_23,Interaction Design,"Nguyen, Walls and White",2004-07-16,2024-05-02,9b600dfe-f5dc-42ed-bd1b-fa87dc70816b,Rejected
1213,Emp_239,Vue.js,Johnson-Padilla,2000-07-07,2024-04-25,90b308aa-a97e-4aff-9743-90265f04213d,Approved
1214,Emp_297,NoSQL,Smith-Williams,1974-12-19,2024-05-01,7e383143-6341-4644-be33-8cffe7956e38,Approved
1215,Emp_471,UI/UX Design,Thomas-Lee,2008-01-07,2024-04-26,1d189a58-2376-40d9-beeb-dba130b03630,Approved
1216,Emp_227,Requirements Analysis,Sanders PLC,1996-09-30,2024-04-15,4fc6c323-c230-42af-b8dd-afc29676f8e0,Approved
1217,Emp_401,Information Security,Baldwin Inc,1977-12-29,2024-05-01,dfb8184d-1237-4c5c-9b7f-0c71ff820a71,Approved
1218,Emp_253,JavaScript,Weber-Flores,2021-11-09,2024-04-18,3abd60db-efcf-4f41-99f3-ca6554afcdd4,Approved
1219,Emp_93,DevOps,Ayers-Olson,2006-06-30,2024-04-29,e683140b-7062-466f-b21d-e1c931948306,Approved
1220,Emp_148,NoSQL,Shaw-Tucker,1972-08-17,2024-05-04,bd5efb1a-12e6-4c0a-b1a8-1b267602353a,Approved
1221,Emp_477,Node.js,English and Sons,1980-11-01,2024-04-23,f24ddaca-0fcf-40f1-9bf6-3b459941fef7,Approved
1222,Emp_155,Vue.js,Morton LLC,2002-09-19,2024-04-09,81f56433-8fdf-4276-b926-d2d60f4eaec6,Approved
1223,Emp_277,Troubleshooting,"Lewis, Padilla and Weaver",1977-10-24,2024-05-05,54e56ae6-8587-4c36-8b60-c2c49b09e9ce,Approved
1224,Emp_173,Troubleshooting,Evans Inc,1999-10-25,2024-04-26,33e67a3e-8c1b-46a7-8554-26894de3c65b,Approved
